_id|sort_order|name|name_de|name_fr|name_es|name_it|name_ja|goal|goal_de|goal_fr|goal_es|goal_it|goal_ja|hub|type|rank|goal_type|hunter_type|stars|location_id|time_limit|fee|reward|hrp|sub_goal|sub_goal_de|sub_goal_fr|sub_goal_es|sub_goal_it|sub_goal_ja|flavor|flavor_de|flavor_fr|flavor_es|flavor_it|flavor_ja|sub_reward|sub_hrp|permit_monster_id|metadata
231|37|Howling Harassment|Schreiende Schikane|Le Jaggi Show|Tormento aullador|Schiamazzi notturni||Slay 15 Jaggi|Erlege 15 Jaggi.|Tuer 15 Jaggi|Abate a 15 Jaggi|Uccidi 15 Jaggi||Village|0|LR|1|0|2|104|50|100|1200|40|Wound Arzuros's front leg|Arzuros-Vorderbein verletzen|Blesser la patte avant de l'Arzuros|Hiere Arzuros en la pata del.|Ferisci zampa ant. Arzuros||I live on the edge of the village, and late every night, these blasted Jaggi come down and raise hell! Have they no respect for their elders!? Please, make my nights quiet again.|Ich wohne am Dorfrand und jede Nacht kommen diese verfluchten Jaggi und machen einen Höllenlärm! Kennen die keinen Respekt vor dem Alter? Bitte hilf mir, nachts wieder Ruhe zu finden.|Ces maudits Jaggi qui font un boucan infernal toutes les nuits à la périphérie du village n'ont aucun respect pour le sommeil des anciens. Merci de faire en sorte que je puisse à nouveau dormir.|Vivo al final del pueblo y todas las noches, a última hora, llegan esos malditos Jaggi y montan un sarao. ¿Es que no respetan a sus mayores? Ayúdame a recuperar el silencio.|Vivo alla periferia del villaggio e ogni notte quei dannati Jaggi scatenano il finimondo! Non hanno nessun rispetto per gli anziani?! Ti prego, fai qualcosa. Non riesco più a dormire!||300|10|0|0
232|38|Fungal Fad|Fungus-Fimmel|Jus de champignon|La moda de las setas|Moda fungina||Deliver 10 Unique Mushrooms|Liefere 10 Einmalige Pilze ab.|Livrer 10 champignons spéciaux|Entrega 10 setas especiales|Consegna 10 funghi speciali||Village|0|LR|3|0|2|4|50|50|600|40|Deliver 5 Super Sprouts|5 Supersprossen abliefern|Livrer 5 super pousses|Entrega 5 brotes imperiales|Consegna 5 germogli+||Oh my gosh! I'm just dying for some Mushroom Juice! All the girls are drinking it, so I gotta get my hands on some, like now! It'd be totally rad if you got me 10 Unique Mushrooms. Pleeeease!|Oh mein Gott! Ich brauche jetzt unbedingt was von dem Pilzsaft! Alle anderen haben schon davon, ich will auch! Bitte, bitte, bringst du mir 10 Einmalige Pilze? Das wäre total toll von dir, echt!|J'ai trop envie de jus de champi, là, tout de suite ! Les autres filles ne jurent que par ça. Ce serait trop chouette si vous pouviez me trouver 10 champignons spéciaux. C'est d'accord ?|¡Dios mío! ¡Me muero por un zumo de setas! Todas las chicas lo toman, tengo que conseguir uno como sea, y ¡cuanto antes! Sería genial que me consiguieses 10 setas especiales. Porfi...|Santo cielo! Cosa non darei per una spremuta di funghi! Tutte le ragazze ne vanno matte, devo assolutamente provarla anch'io! Oh, se solo potessi procurarmi dieci funghi speciali!||300|10|0|1
233|39|Sunsnug Sprout Courier|Sonnwohl-Sprossenkurier|Pousses pour tous|Transportista de brotes|Mercante germogli Sunsnug||Deliver 10 Super Sprouts|Liefere 10 Supersprossen ab.|Livrer 10 super pousses|Entrega 10 brotes imperiales|Consegna 10 germogli+||Village|0|LR|3|0|2|4|50|100|900|40|Deliver 3 Secret Stashes|3 Geheimbeutel abliefern|Livrer 3 poches secrètes|Entrega 3 bolsas secretas|Consegna 3 scorte segrete||The Felynes on Sunsnug Isle are hoping to get their paws on some Super Spouts. Deliver us some and you'll be rewarded with some tasty ingredients for cooking. Sounds like a great oppurrtunity, nya?|Die Felynen von der Sonnwohl- Insel hoffen, Supersprossen in die Krallen zu bekommen. Wenn du ein paar bringen kannst, bekommst du dafür einige schnurrhaarleckend-schmackhafte Kochzutaten. Ist doch fair, oder?|Les Felynes de l'Île Soldoux espèrent mettre les pattes sur des super pousses. Livrez-nous des pousses et vous recevrez de délicieux ingrédients culinaires. Miaourché conclu ?|Los Felyne de Isla Sunsnug quieren hacerse con algunos brotes imperiales. Tráenos y te recompensaremos con ingredientes muy ricos para cocinar. ¿Miauravilloso, no?|I Felyne dell'Isola Sunsnug hanno bisogno di germogli+. Consegnane qualcuno e riceverai in cambio dei gustosi ingredienti. Si tratta di un'opportunità da cogliere al volo, miah!||300|10|0|1
234|40|Misty Peaks Accounting|Buchhaltung: Nebelgipfel|À point nommé : Pics|Objetivo: Picos Nublados|Punti sulle cime nebbiose||Earn 1000 Wycademy Points|Sammle 1000 Wykademie-Punkte.|Obtenir 1000 points Wycadémie|Gana 1.000 puntos Wycademia|Ottieni 1000 punti Wyccademia||Village|0|LR|3|0|2|4|50|200|1500|100|Hunt an Arzuros|Einen Arzuros erjagen|Chasser 1 Arzuros|Caza un Arzuros|Caccia un Arzuros||Young Hunter, your hands seem idle. Would you care to busy yourself collecting points for me in the Misty Peaks? Any items are fine, as long as you meet the quota. Take care, now.|Dir scheint irgendwie total langweilig zu sein. Magst du vielleicht für mich in den Nebelgipfeln Punkte sammeln gehen? Die Objekte sind ganz egal, solange die Punktzahl stimmt. Und sei vorsichtig!|Vous tombez à pic ! Pourriez-vous livrer des objets bonus aux Pics brumeux ? Peu importe les objets tant que vous atteignez le quota de points !|Se te ve ocioso, joven. ¿Querrías dedicarte a obtener puntos para mí en los Picos Nublados? Cualquier objeto me sirve, mientras alcances el objetivo. Ve con cuidado.|Ehi, giovine! Per caso ti stai annoiando? Se non hai altro da fare, perché non vai a caccia di punti sulle cime nebbiose? Ogni oggetto conta, l'importante è raggiungere la quota!||1200|90|0|2
301|41|Harvest Tour: Deserted Island|Erntetour: Ödnis-Insel|Visite : Île déserte|Recolección: Isla Desierta|Tour: Isola deserta||Survive until time expires or deliver a Paw Pass Ticket|Überlebe bis Zeitende oder gib einen Tatzenpass ab.|Temps expiré ou livrer un ticket Passechat|Aguanta hasta que acabe el tiempo o da un ticket zarpa|Sopravvivi fino allo scadere o consegna buono pass-zampa||Village|0|LR|3|0|3|6|50|0|12|0|None|-|Rien|Ninguno|Nessuno||Interested in gathering? Then look no further than this Quest, brave Hunter. Gather as much as you like, then deliver a Paw Pass Ticket from the Supply Box to return at any time.|Magst du Sammeln? Dann habe ich genau die richtige Aufgabe für dich, mutiger Jäger! Nimm, was immer du magst. Wenn du fertig bist, gib einfach den Tatzenpass ab, den du in der Vorratsbox findest.|La collecte, ça vous dit ? J'ai justement la quête qu'il vous faut. Récoltez comme bon vous semble. Quand vous en avez assez, livrez un ticket Passechat de la boîte à fournitures.|¿Quieres ir de recogida? Tengo una misión ideal para ti, cazador. Recoge todo lo que quieras, entrega un ticket zarpa de la caja de suministros, y listos. ¿Vale?|La raccolta t'appassiona? Allora ho la missione per te! Raccogli come se non ci fosse un domani, consegna poi un buono pass-zampa nella cassa quando ne avrai abbastanza. D'accordo?||0|0|0|0
302|42|Harvest Tour: Marshlands|Erntetour: Marschland|Visite : Marais|Recolección: Ciénaga|Tour: Palude||Survive until time expires or deliver a Paw Pass Ticket|Überlebe bis Zeitende oder gib einen Tatzenpass ab.|Temps expiré ou livrer un ticket Passechat|Aguanta hasta que acabe el tiempo o da un ticket zarpa|Sopravvivi fino allo scadere o consegna buono pass-zampa||Village|0|LR|3|0|3|7|50|0|12|0|None|-|Rien|Ninguno|Nessuno||Interested in gathering? Then look no further than this Quest, brave Hunter. Gather as much as you like, then deliver a Paw Pass Ticket from the Supply Box to return at any time.|Magst du Sammeln? Dann habe ich genau die richtige Aufgabe für dich, mutiger Jäger! Nimm, was immer du magst. Wenn du fertig bist, gib einfach den Tatzenpass ab, den du in der Vorratsbox findest.|La collecte, ça vous dit ? J'ai justement la quête qu'il vous faut. Récoltez comme bon vous semble. Quand vous en avez assez, livrez un ticket Passechat de la boîte à fournitures.|¿Quieres ir de recogida? Tengo una misión ideal para ti, cazador. Recoge todo lo que quieras, entrega un ticket zarpa de la caja de suministros, y listos. ¿Vale?|La raccolta t'appassiona? Allora ho la missione per te! Raccogli come se non ci fosse un domani, consegna poi un buono pass-zampa nella cassa quando ne avrai abbastanza. D'accordo?||0|0|0|0
303|43|Tusked Tantrum|Hauer-Heuler|Cornu et irascible|Berrinche con colmillos|Zanne capricciose||Hunt a Tetsucabra|Erjage einen Tetsucabra.|Chasser 1 Tetsucabra|Caza un Tetsucabra|Caccia un Tetsucabra||Village|2|LR|0|0|3|101|50|300|2400|180|Wound Tetsucabra's jaw|Tetsucabra-Kiefer verletzen|Briser la mâchoire du Tetsucabra|Hiere Tetsucabra en las fauces|Ferisci mascella del Tetsucabra||Thanks to the Tetsucabra running loose within the Jurassic Frontier, the Wycademy's research of the area has ground to a halt. If you could, we'd like you to rid us of it.|Dank des Tetsucabra, der das Jura-Grenzland unsicher macht, ist die Forschung der Wykademie auf diesem Gebiet zum Stillstand gekommen. Es wäre echt fantastisch, wenn du uns da helfen könntest.|Les recherches que mène la Wycadémie sur la Frontière jurassique sont interrompues à cause de la présence d'un Tetsucabra. Nous aimerions donc faire appel à vous pour nous en débarrasser.|Por culpa del Tetsucabra que merodea por la Fronda Arcaica, los estudios de la Wycademia en la zona están detenidos. Líbranos de él, por favor.|A causa del Tetsucabra a piede libero nella frontiera giurassica, i ricercatori della Wyccademia si sono dovuti fermare. Dimmi, te la sentiresti di cacciarlo per noi?||300|20|0|0
304|44|Stomping Grounds|Sein angestampfer Platz|L'écologie par les armes|Campos pisoteados|Fauna molesta||Hunt a Yian Kut-Ku|Erjage einen Yian Kut-Ku.|Chasser 1 Yian Kut-Ku|Caza un Yian Kut-Ku|Caccia uno Yian Kut-Ku||Village|1|LR|0|0|3|1|50|200|1800|140|Deliver 2 Ancient Berries|2 Uralte Beeren abliefern|Livrer 2 baies ancestrales|Entrega 2 bayas viejas|Consegna 2 bacche antiche||How can I study the flora out in the wilderness when the fauna keeps stomping all over it? Can you hunt the Yian Kut-Ku that is driving me cuckoo? In the name of science, I beg you!|Wie kann ich hier in Ruhe die Flora erforschen, wenn die Fauna ständig drübertrampelt? Kannst du vielleicht mal auf diesem Yian Kut-Ku rumtram- peln? Ich bitte dich, tue es, im Namen der Wissenschaft!|Comment voulez-vous que j'étudie la flore de cette région si la faune s'obstine à la piétiner ? Au nom de la science, je vous conjure de chasser le Yian Kut-Ku qui me rend marteau !|¿Cómo puedo estudiar la flora silvestre si la fauna no deja de pisotearla? ¿Puedes cazar al Yian Kut-Ku que me está volviendo loco? ¡En nombre de la ciencia!|Come faccio a studiare la flora, se la fauna continua a rendermi la vita un inferno? Per caso, potresti cacciare lo Yian Kut-Ku che mi sta facendo impazzire? Nel nome della scienza!||300|10|0|0
305|45|Chasing Tail|Eine Schwanzspitze voraus|La mort aux trousses|Perseguirse la cola|Colpo di coda||Hunt 2 Great Maccao|Erjage 2 Groß-Maccaos.|Chasser 2 Grands Maccao|Caza 2 Gran Maccao|Caccia 2 Gran Maccao||Village|0|LR|0|0|3|101|50|200|1800|110|Deliver 1 Wyvern Tear|1 Wyvernträne abliefern|Livrer 1 larme de wyverne|Entrega 1 lágrima de wyvern|Consegna una lacrima wyvern||Truly a wonder of nature the Great Maccao is. Even more remarkable are their tails. I wanted to take a closer look, but I got a bit too close. Now, two of them are hot on MY tail! Help!|Der Groß-Maccao ist wahrhaft ein Wunder der Natur. Vor allem sein Schwanz. Ich wollte ihn nur mal genauer ansehen und bin ihm dabei zu nahe gekommen. Jetzt sind zwei von denen hinter mir her...|Je n'aurais pas dû admirer de si près la queue remarquable de cette merveille de la nature qu'est le Grand Maccao. Depuis, deux de ces créatures ne me lâchent plus d'une semelle ! Aidez-moi !|El Gran Maccao es todo un prodigio de la naturaleza. Y su cola, aún más. Quise acercarme, pero me pasé y ahora me persiguen dos. ¡Ayuda!|Ah, il Gran Maccao. Quale meraviglia della natura. E quella coda! Straordinaria! Purtroppo, per osservarla meglio mi sono avvicinato troppo e due di loro sono alle mie calcagna! Aiuto!||600|10|0|0
306|46|Jurassic Treasure: The Frog|Jura-Schätze: Der Frosch|Trésor jurassique : Grenouille|Tesoro jurásico: rana|Antico tesoro: Ediz. anfibio||Capture a Tetsucabra|Fange einen Tetsucabra.|Capturer 1 Tetsucabra|Captura un Tetsucabra|Cattura un Tetsucabra||Village|0|LR|2|0|3|1|50|400|3600|250|None|-|Rien|Ninguno|Nessuno||Gettin' treasure trembles fer this 'ere Tailed Frog I picked up in the Jurassic Frontier? Sorry to say, but if ye want it, ye gotta go work fer it! Capture me a 'uge ol' Tetsucabra!|Kriegste Schatzzittern im Anblick des Froschs mit Schwanz, den ich aus dem Jura-Grenzland mitgebracht habe? Gibt's aber nicht umsonst! Fang mir einen der Tetsucabra dort!|Vous voulez cette grenouille à queue que j'ai capturée à la Frontière jurassique ? Désolé de vous décevoir, mais vous allez devoir la mériter en allant capturer un Tetsucabra !|¿Quieres esta rana con cola que recogí en la Fronda Arcaica? Pues tendrás que ganártela. Captura un Tetsucabra y te ganarás una recompensa.|Vorresti la rana con coda che ho raccolto nella frontiera giurassica? Mi dispiace, ma dovrai guadagnartela! Cattura un Tetsucabra e dimostrami di meritarla!||0|0|0|0
307|47|Bit by the Fashion Bug|Der Mode fette Beute|Le virus de la mode|El gusanillo de la moda|Gira la moda||Slay 20 Bnahabra|Erlege 20 Bnahabra.|Tuer 20 Bnahabra|Abate a 20 Bnahabra|Uccidi 20 Bnahabra||Village|0|LR|1|0|3|101|50|200|1200|80|None|-|Rien|Ninguno|Nessuno||Did you know Bnahabra clothing is the new in-thing? Cha-ching, right? Except, I can't seem to get 'em to hold still long enough to sew 'em together! Rude! So, can you make 'em stop squirming, like, permanently?|Wusstest du, dass Bnahabra- Kleider groß im Kommen sind? Die Chance für uns, oder? Nur zappeln die beim Nähen immer so, vielleicht sollte man die vorher kaltstellen. Kennst du dich damit vielleicht aus?|Les vêtements en Bnahabra font fureur en ce moment ! Le hic, c'est qu'ils bougent tellement que j'arrive pas à les coudre ensemble. C'est pénible ! Vous pouvez les calmer définitivement ?|¿Sabías que la ropa de Bnahabra es lo más? ¡Dinero fácil! Pero no consigo que se queden quietos para coserlos. ¿Puedes conseguir que dejen de retorcerse?|Sapevi che gli abiti di Bnahabra sono la moda del momento? Purtroppo, non riesco a tenerli fermi mentre li cucio! Potresti farli smettere di dimenarsi una volta per tutte?||0|0|0|0
308|48|Tumultuous Sprouts|Turbulente Triebe|Cueillette à risque|Brotes complicados|Germogli dell'abisso||Deliver 8 Abyssal Mushrooms|Liefere 8 Unheil-Pilze ab.|Livrer 8 champignons abyssaux|Entrega 8 setas abismales|Consegna 8 funghi abissali||Village|1|LR|3|0|3|101|50|200|1200|80|None|-|Rien|Ninguno|Nessuno||I've run out of Abyssal Mushrooms for my research. Could you pick some for me? There's been talk about odd, blade-sharpening sounds coming from deep in the forest, but I'm sure you'll be fine!|Ich brauche Unheil-Pilze für meine Forschung. Kannst du mir welche im Jura-Grenzland besorgen? Oh, ein Forscher- team meinte, sie hätten in der Gegend was gehört, was sich wie Klingenschleifen anhörte.|J'ai épuisé mes réserves de champignons abyssaux pour mes recherches. Pouvez-vous m'en ramener ? Prudence ! Des collègues ont entendu des bruit étranges de lames qu'on aiguise dans la forêt.|Me he quedado sin setas abismales para analizar. ¿Podrías recoger algunas en la Fronda Arcaica? Ah, los del equipo de campo han oído como si alguien estuviera afilando armas.|Mi servono funghi abissali per la mia ricerca. Puoi trovarli nella frontiera giurassica, ma attenzione: alcuni ricercatori hanno sentito il rumore di lame che venivano affilate.||0|0|0|1
309|49|Tumultuous Sprouts|Turbulente Triebe|Cueillette à risque|Brotes complicados|Germogli dell'abisso||Deliver 8 Abyssal Mushrooms|Liefere 8 Unheil-Pilze ab.|Livrer 8 champignons abyssaux|Entrega 8 setas abismales|Consegna 8 funghi abissali||Village|1|LR|3|0|3|101|50|200|1200|80|None|-|Rien|Ninguno|Nessuno||I've run out of Abyssal Mushrooms for my research. Could you pick some for me? There's been talk about odd, blade-sharpening sounds coming from deep in the forest, but I'm sure you'll be fine!|Ich brauche Unheil-Pilze für meine Forschung. Kannst du mir welche im Jura-Grenzland besorgen? Oh, ein Forscher- team meinte, sie hätten in der Gegend was gehört, was sich wie Klingenschleifen anhörte.|J'ai épuisé mes réserves de champignons abyssaux pour mes recherches. Pouvez-vous m'en ramener ? Prudence ! Des collègues ont entendu des bruit étranges de lames qu'on aiguise dans la forêt.|Me he quedado sin setas abismales para analizar. ¿Podrías recoger algunas en la Fronda Arcaica? Ah, los del equipo de campo han oído como si alguien estuviera afilando armas.|Mi servono funghi abissali per la mia ricerca. Puoi trovarli nella frontiera giurassica, ma attenzione: alcuni ricercatori hanno sentito il rumore di lame che venivano affilate.||0|0|0|1
310|50|Fishy Favor|Verdächtiger Gefallen|De solides liens d'amitié|Favor misterioso|Pronto in un baleno||Deliver 3 Brocadefish|Liefere 3 Brokatfische ab.|Livrer 3 koï|Entrega 3 peces brocado|Consegna 3 pesci-baleno||Village|0|LR|3|0|3|101|50|200|1800|100|None|-|Rien|Ninguno|Nessuno||The Meownster Hunters on Sunsnug Island always so kind to me. In return, I want to treat them to some Brocadefish. Could you fish some out of the Jurassic Frontier waters for me?|Die Miaunster-Jäger der Sonnwohl-Insel sind echt nett. Weil sie immer gut auf mich aufpassen, mache ich ihnen meinen Brokatfisch. Kannst du im Jura-Grenzland angeln gehen, Jäger?|Les adorables Chasseurs de miaonstres de l'Île Soldoux veillent toujours sur moi. Je veux les remercier en leur pêchant des koï près de la Frontière jurassique.|Los cazamiaunstruos de la Isla Sunsnug son muy amables. Siempre intentan ayudar. Quiero invitarles a pez brocado. ¿Podrías pescar unos cuantos en la Fronda Arcaica?|I cacciatori di miaostri dell'isola Sunsnug si preoccupano sempre per me. Vorrei deliziarli con del pesce-baleno. Pescane qualcuno nelle acque della frontiera giurassica, sì?||0|0|0|1
311|51|Crustacean Frustration|Der lauernde Wüstenriese|Le géant du désert veille|El gigante del desierto|Gigante in agguato||Hunt a Daimyo Hermitaur|Erjage einen Daimyo Hermitaur.|Chasser 1 Hermitaur Daimyo|Caza un Daimyo Hermitaur|Caccia un Daimyo Hermitaur||Village|1|LR|0|0|3|5|50|300|2400|180|Slay 8 Hermitaurs|8 Hermitauren erlegen|Tuer 8 Hermitaurs|Abate a 8 Hermitaur|Uccidi 8 Hermitaur||A buddy of mine went off to the Dunes in search of materials and got pounced on by a Daimew, er, I mean Daimyo Hermitaur! Now we're in a pinch to get him back! Can you crush that crustacean for us?|Ein Kumpel von mir ist in die Dünen gegangen, Material suchen, und wurde von einem Daimiau, äh, ich meine Daimyo Hermitaur angegriffen! Wir müssen ihn da rausholen, kannst du die Sache für uns knacken?|L'un des nôtres cherchait des matériaux dans les Dunes quand un Hermitaur Daimyo lui est tombé dessus. Nous avons besoin d'aide pour le tirer de là. Écrasez ce crustacé !|Un compañero mío fue a las Dunas a buscar cosas y le atacó un Daimiau, digo Daimyo Hermitaur. Ahora tenemos que rescatarlo. ¿Puedes destruir a ese crustáceo por nosotros?|Un amico si è avventurato nel deserto in cerca di materiali ed è stato assalito da un Daimiao... ehm... Daimyo Hermitaur! Dobbiamo aiutarlo! Potresti scrostare quel crostaceo?||1200|20|0|0
312|52|The Desert Gourmand|Der Wüstengourmet|Le gourmet du désert|El glotón del desierto|Il ghiottone del deserto||Hunt a Nibelsnarf|Erjage einen Nibelsnarf.|Chasser 1 Nibelsnarf|Caza un Nibelsnarf|Caccia un Nibelsnarf||Village|1|LR|0|0|3|5|50|300|2700|220|Wound Nibelsnarf's front legs|Nibelsnarf-Vorderbeine verletzen|Blesser les pattes avant du Nibelsnarf|Hiere Nibelsnarf en patas del.|Ferisci zampe anteriori Nibelsnarf||One minute I was rattlin' along the Dunes in me barrel buggy, mindin' me own. And then, RAAARRR! Cart goes flyin' -- and me with it! What gives!? The barrel business is s'pposed t'be safe, by gum!|Ich war mit meinem Fass- Buggy in den Dünen und dachte an nichts Böses. Und dann: RAAARRR! In hohem Bogen heben wir ab: Bruch- landung! Dabei soll Fass- handel doch so sicher sein!|Je traversais les Dunes sur mon chariot à tonneaux sans déranger personne et VLAN ! Le chariot s'est mis à voler dans les airs ! Moi qui croyais que le commerce de tonneaux était tranquille...|Un minuto iba tan tranquilo por las Dunas en mi carro, sin meterme con nadie, y de repente... ¡BAM! El carro sale volando y yo dentro. Y eso que se supone que era un negocio seguro.|Ero lì a sferragliare tra le dune con la mia bottemobile quando ROAR!, un mostro mi scaglia in aria con baracca e burattini! Ma che diavolo? Quello del bottaio dovrebbe essere un lavoro tranquillo!||300|20|0|0
313|53|Konchu Collector|Konchu-Sammler|Collectionneur de Konchu|Coleccionista de Konchu|Collezionista di Konchu||Slay 15 Konchu|Erlege 15 Konchu.|Tuer 15 Konchu|Abate a 15 Konchu|Uccidi 15 Konchu||Village|0|LR|1|0|3|5|50|200|1200|80|Hunt a Cephadrome|Einen Cephadrome erjagen|Chasser 1 Cephadrome|Caza un Cephadrome|Caccia un Cephadrome||The Konchu is a most fascinating creature -- a bug of many metamorphoses! Attack it and watch it switch into defensive mode for evasive action. I need more specimens for my research!|Der Konchu ist eine wahrlich faszinierende Kreatur. Ein extrem wandelbarer Käfer! Wird er angegriffen, wechselt er in den Abwehrmodus, um auszuweichen. Ich brauche mehr Exemplare für meine Forschung!|Le Konchu est une créature fascinante ! Si vous l'attaquez, il passera en mode défensif pour tenter une esquive. J'ai besoin de nouveaux spécimens pour mes recherches !|El Konchu es una criatura fascinante... ¡Un bicho con varias metamorfosis! Atácalo y verás cómo cambia a una forma defensiva para protegerse. ¡Necesito más ejemplares para investigar!|Il Konchu è una creatura affascinante, in grado di trasformarsi all'occorrenza! Attaccalo e assumerà una postura difensiva. Ho bisogno di più esemplari per le mie ricerche!||1500|100|0|0
314|54|Cancer of the Dunes|Dünenplage|Gangrène des dunes|La cruz de las Dunas|Piaga delle dune||Slay 10 before time expires or deliver a Paw Pass Ticket|Erlege 10 Hermitauren, bevor die Zeit abläuft./Liefere einen Tatzenpass.|Tuer 10 Hermitaur ou livrer un ticket Passechat|Abate a 10 Hermitaur sin agotar el tiempo/entrega un ticket zarpa|Uccidi 10 Hermitaur o consegna buono pass-zampa||Village|0|LR|1|0|3|5|50|200|1500|100|None|-|Rien|Ninguno|Nessuno||Grrr! Enough is enough! Those Hermitaurs act like they own the Dunes just beclaws there's more of them than there are of us! Purrlease Hunter, rid the Dunes of this cancer.|Grrr! Irgendwann reicht's aber! Hermitauren, die sich in den Dünen aufspielen, nur weil sie mehr sind als wir! Eine schnurrig große Bitte, lieber Jäger, hilf uns da weiter!|Grrr ! Ça commence à bien faire ! Ces Hermitaur croient que les Dunes sont à eux sous prétexte qu'ils sont plus nombreux. Débarrassez-nous de cette gangrène, s'il vous plaît.|¡Grrr! ¡Ya basta! Esos Hermitaur se comportan como los amomiaus de las Dunas. ¡Y son un montón! Por favor, cazador, libra las Dunas de esta cruz.|Grrr! Ho un diavolo per baffo! Quegli Hermitaur si comportano come se fossero i padrrroni delle dune. E sono molti più di noi! Ti prrrego, libera le dune da questa piaga!||0|0|0|0
315|55|Deliver the Liver|Leber liefern|Rien de tel qu'un bon foie|Entrega el hígado|Ci vuole fegato!||Deliver 5 Apceros Livers|Liefere 5 Apceros-Lebern ab.|Livrer 5 foies d'Apceros|Entrega 5 hígados de Apceros|Consegna 5 fegati di Apceros||Village|0|LR|3|0|3|5|50|200|1200|80|Deliver 5 Royal Rhinos|5 Königliche Kabuto abliefern|Livrer 5 rhinos royaux|Entrega 5 rinocerontes reales|Consegna 5 kabuto reali||Have you heard? It's been discovered that Apceros Livers can be used for a variety of medicinal purposes! I'm keen on getting in on the action while demand is high. Mind nabbing me a few?|Hast du schon gehört? Man hat medizinische Anwendungen für Apceros-Lebern gefunden! Man sollte sich jetzt eindecken, solange die Nachfrage auf dem Markt hoch ist. Besorgst du mir ein paar?|Grande nouvelle ! Les foies d'Apceros auraient de nombreuses propriétés médicinales et j'aimerais profiter de l'explosion de la demande. Ça vous dérange de m'en rapporter ?|¿Lo has oído? Resulta que el hígado de Apceros tiene muchos usos medicinales. Quiero entrar en el mercado mientras la demanda sea alta. ¿Me ayudas?|Ehi, hai sentito? Pare che il fegato di Apceros abbia insospettabili proprietà curative! La domanda è schizzata alle stelle! Non è che mi faresti la cortesia di procurarmene qualcuno?||900|10|0|4
316|56|Farming Frustrations|Listige Angreifer|Des pillards rusés|Astutos atacantes|Astuti predoni||Slay 20 Velociprey|Erlege 20 Velociprey.|Tuer 20 Velociprey|Abate a 20 Velociprey|Uccidi 20 Velociprey||Village|0|LR|1|0|3|102|50|200|1800|80|Hunt a Velocidrome|Einen Velocidrome erjagen|Chasser 1 Velocidrome|Caza un Velocidrome|Caccia un Velocidrome||The Velociprey that live up in them there Verdant Hills are a real annoyance, going after our livestock and just being downright ornery. Put a hurtin' on 20 fer me, will ya? Just be careful of their boss!|Die Velociprey oben in den Grünen Hügeln sind echt nervig. Gehen uns ständig ans Vieh und so. Kannst du mir zwanzig von ihnen erlegen? Aber pass bloß bei ihrem Boss auf!|Les Velociprey des Collines verdoyantes sont une vraie plaie. Ils s'en prennent au bétail et nous rendent la vie impossible ! Allez en dérouiller 20, mais gare à leur chef !|Los Velociprey del Bosque Rocoso son un dolor de cabeza: atacan el ganado y son un grave problema. Quiero que caces a 20, pero cuidado con su jefe.|I Velociprey che vivono sui colli verdi sono una vera seccatura. Attaccano il bestiame e sono parecchio irascibili. Ne cacceresti venti per me? Ma guardati dal loro leader!||900|70|0|0
317|57|Financial Focus on Fungus|Finanzieller Fungus-Fokus!|Ruée sur les champignons|¡La fiebre de la seta!|Tutti pazzi per i funghi!||Deliver 10 Unique Mushrooms|Liefere 10 Einmalige Pilze ab.|Livrer 10 champignons spéciaux|Entrega 10 setas especiales|Consegna 10 funghi speciali||Village|0|LR|3|0|3|2|50|100|900|80|Deliver 2 White Livers|2 Weiße Lebern abliefern|Livrer 2 foies blancs|Entrega 2 hígados blancos|Consegna 2 fegati bianchi||Mushrooms from the Verdant Hills are suddenly in high demand. If you gather me ten, I'll give you a cut of the profits. Oh, I heard that Velocidrome hang around there, so stay sharp!|Pilze aus den Grünen Hügeln sind aktuell sehr begehrt. Wenn du mir 10 bringst, beteilige ich dich gerne am Gewinn. Ach ja, ich hörte von dem Velocidrome in der Gegend. Bleib wachsam!|Les champignons des Collines verdoyantes sont très prisés en ce moment. Si vous m'en rapportez 10, on partagera les bénéfices. Et méfiez-vous des Velocidrome, compris ?|Hay mucha demanda de setas del Bosque Rocoso. Si me consigues 10, te daré parte de los beneficios. ¡Ah, y he oído que hay Velocidrome por ahí, así que atento!|Ultimamente c'è una forte richiesta di funghi dai colli verdi. Portamene dieci e ti elargirò parte dei profitti. Oh, ho sentito che ci sono dei Velocidrome in quella zona, quindi occhio!||300|10|0|1
